export_timestamp,trading_date,ticker,company,predicted_signal,signal_strength,confidence,confidence_percentage,confidence_level,close_price,price_risk,RSI,rsi_category,sell_probability,buy_probability,high_confidence
2025-11-25 17:44:18,2025-11-24,AAPL,Apple Inc.,Overbought (Sell),Moderate,0.6215883759834318,62.2,Medium,275.92,Medium,59.80653769179429,Neutral,0.6215883759834318,0.3784116240165683,True
2025-11-25 17:44:18,2025-11-24,ADBE,Adobe Inc.,Oversold (Buy),Moderate,0.6381098459142271,63.8,Medium,318.73,Medium,36.32323897300846,Neutral,0.36189015408577285,0.6381098459142271,True
2025-11-25 17:44:18,2025-11-24,AMD,"Advanced Micro Devices, Inc.",Oversold (Buy),Moderate,0.6815408225394765,68.2,Medium,215.05,Medium,36.91295243793004,Neutral,0.31845917746052355,0.6815408225394765,True
2025-11-25 17:44:18,2025-11-24,CDW,CDW Corporation,Oversold (Buy),Moderate,0.6464811773139894,64.6,Medium,141.92,Medium,50.3992628992628,Neutral,0.35351882268601065,0.6464811773139894,True
2025-11-25 17:44:18,2025-11-24,CEG,Constellation Energy Corporation,Oversold (Buy),Moderate,0.6132445018125596,61.3,Medium,354.105,Medium,46.00247695059853,Neutral,0.38675549818744037,0.6132445018125596,True
2025-11-25 17:44:18,2025-11-24,CHKP,Check Point Software Technologies Ltd.,Oversold (Buy),Moderate,0.660049304687435,66.0,Medium,183.55,Medium,39.678149358813215,Neutral,0.33995069531256505,0.660049304687435,True
2025-11-25 17:44:18,2025-11-24,CTSH,Cognizant Technology Solutions Corporation,Overbought (Sell),Moderate,0.6880512412892794,68.8,Medium,74.92,Low,57.23098012337243,Neutral,0.6880512412892794,0.31194875871072053,True
2025-11-25 17:44:18,2025-11-24,EBAY,eBay Inc.,Oversold (Buy),Moderate,0.6375414401122045,63.8,Medium,80.89,Low,47.58409785932681,Neutral,0.3624585598877955,0.6375414401122045,True
2025-11-25 17:44:18,2025-11-24,EXC,Exelon Corporation,Oversold (Buy),Moderate,0.6745192611067714,67.5,Medium,46.23,Low,48.57685009487675,Neutral,0.3254807388932286,0.6745192611067714,True
2025-11-25 17:44:18,2025-11-24,EXPE,"Expedia Group, Inc.",Overbought (Sell),Moderate,0.6254000809387278,62.5,Medium,249.14,Medium,65.39389401880048,Neutral,0.6254000809387278,0.3745999190612722,True
2025-11-25 17:44:18,2025-11-24,FAST,Fastenal Company,Oversold (Buy),Moderate,0.6933536179744911,69.3,Medium,39.59,Low,34.920634920634484,Neutral,0.30664638202550887,0.6933536179744911,True
2025-11-25 17:44:18,2025-11-24,FOX,Fox Corporation,Overbought (Sell),Moderate,0.6115072844766071,61.2,Medium,57.71,Low,47.05882352941169,Neutral,0.6115072844766071,0.38849271552339293,True
2025-11-25 17:44:18,2025-11-24,GEHC,GE HealthCare Technologies Inc.,Overbought (Sell),Moderate,0.6244418830214882,62.4,Medium,78.24,Low,61.00558659217879,Neutral,0.6244418830214882,0.37555811697851177,True
