export_timestamp,trading_date,ticker,company,predicted_signal,confidence,confidence_percentage,signal_strength,close_price,RSI
2025-11-26 09:00:35,2025-11-25,AZN,AstraZeneca PLC,Overbought (Sell),0.8353787205754429,83.5,Strong,93.24,86.30630630630642
2025-11-26 09:00:35,2025-11-25,BIIB,Biogen Inc.,Overbought (Sell),0.8224587432799282,82.2,Strong,181.96,87.02309888398649
2025-11-26 09:00:35,2025-11-25,CDNS,"Cadence Design Systems, Inc.",Oversold (Buy),0.9326727021178703,93.3,Strong,303.66,25.405294479786562
2025-11-26 09:00:35,2025-11-25,CHTR,"Charter Communications, Inc.",Oversold (Buy),0.9316066199270012,93.2,Strong,200.76,28.609015962111712
2025-11-26 09:00:35,2025-11-25,COST,Costco Wholesale Corporation,Oversold (Buy),0.9409437951379012,94.1,Strong,894.33,28.88566092550333
2025-11-26 09:00:35,2025-11-25,ELF,e.l.f.Beauty,Oversold (Buy),0.9578151866321534,95.8,Strong,72.11,15.290009110233896
2025-11-26 09:00:35,2025-11-25,FTV,Fortive Corporation,Overbought (Sell),0.7925207714652077,79.3,Moderate,53.28,71.57001414427155
2025-11-26 09:00:35,2025-11-25,GOOGL,Alphabet Inc.,Overbought (Sell),0.796726216939591,79.7,Moderate,323.44,71.99055861526355
2025-11-26 09:00:35,2025-11-25,JD,"JD.com, Inc.",Oversold (Buy),0.9392615309585044,93.9,Strong,29.14,22.433460076045492
2025-11-26 09:00:35,2025-11-25,MAR,"Marriott International, Inc.",Overbought (Sell),0.7720958489162186,77.2,Moderate,304.12,71.94994786235628
2025-11-26 09:00:35,2025-11-25,MCHP,Microchip Technology Incorporated,Oversold (Buy),0.917015715644791,91.7,Strong,51.83,22.70237370663446
2025-11-26 09:00:35,2025-11-25,MNST,Monster Beverage Corporation,Overbought (Sell),0.818404390627834,81.8,Strong,74.82,73.72013651877135
2025-11-26 09:00:35,2025-11-25,MSI,"Motorola Solutions, Inc.",Oversold (Buy),0.9683998367696731,96.8,Strong,369.51,19.58110082805689
2025-11-26 09:00:35,2025-11-25,NFLX,"Netflix, Inc.",Oversold (Buy),0.9555286133885165,95.6,Strong,104.4,5.934712839335418
2025-11-26 09:00:35,2025-11-25,NXPI,NXP Semiconductors N.V.,Oversold (Buy),0.951892933247599,95.2,Strong,191.02,26.130776794493627
2025-11-26 09:00:35,2025-11-25,ORLY,"O'Reilly Automotive, Inc.",Overbought (Sell),0.810904704722009,81.1,Strong,101.38,72.9671897289593
2025-11-26 09:00:35,2025-11-25,PANW,"Palo Alto Networks, Inc.",Oversold (Buy),0.956625177255018,95.7,Strong,186.27,22.206155752943573
2025-11-26 09:00:35,2025-11-25,PDD,PDD Holdings Inc.,Oversold (Buy),0.9652676633016714,96.5,Strong,114.0,12.74182788525691
2025-11-26 09:00:35,2025-11-25,PYPL,"PayPal Holdings, Inc.",Oversold (Buy),0.931892933247599,93.2,Strong,61.22,27.864077669902926
2025-11-26 09:00:35,2025-11-25,QCOM,QUALCOMM Incorporated,Oversold (Buy),0.9498242156000252,95.0,Strong,163.3,29.98537298878594
2025-11-26 09:00:35,2025-11-25,REGN,"Regeneron Pharmaceuticals, Inc.",Overbought (Sell),0.8324190159633731,83.2,Strong,787.32,86.35139940061974
2025-11-26 09:00:35,2025-11-25,ROST,"Ross Stores, Inc.",Overbought (Sell),0.8103122101443451,81.0,Strong,176.5,78.36978131212723
