export_timestamp,ticker,action,priority,risk_level,confidence,close_price,RSI,predicted_signal
2025-11-25 20:47:32,AAPL,BUY,1,Low,0.9999999999991878,275.92,59.80653769179429,Oversold (Buy)
2025-11-25 20:47:32,ADBE,BUY,1,Low,0.9999999999993965,318.73,36.32323897300846,Oversold (Buy)
2025-11-25 20:47:32,ADP,BUY,1,Low,0.9999999999993512,250.1,32.0330969267137,Oversold (Buy)
2025-11-25 20:47:32,ADSK,BUY,1,Low,0.9999999999993896,289.85,35.47110055423542,Oversold (Buy)
2025-11-25 20:47:32,AEP,BUY,1,Low,0.9999999999986657,122.04,57.31092436974792,Oversold (Buy)
2025-11-25 20:47:32,AMAT,BUY,1,Low,0.9999999999993339,230.91,50.41303350160613,Oversold (Buy)
2025-11-25 20:47:32,AMD,BUY,1,Low,0.9999999999992186,215.05,36.91295243793004,Oversold (Buy)
2025-11-25 20:47:32,AMZN,BUY,1,Low,1.0,226.28,29.235760634463034,Oversold (Buy)
2025-11-25 20:47:32,ASML,BUY,1,Low,0.9999999999998372,987.82,42.499113789436386,Oversold (Buy)
2025-11-25 20:47:32,AVGO,BUY,1,Low,0.9999999999997646,377.96,60.73432343234332,Oversold (Buy)
2025-11-25 20:47:32,AZN,BUY,1,Low,0.9999999977205014,91.52,80.012650221379,Oversold (Buy)
2025-11-25 20:47:32,BIDU,BUY,1,Low,0.9999999999995937,119.21,44.161616161616244,Oversold (Buy)
2025-11-25 20:47:32,BIIB,BUY,1,Low,0.9999999983915095,176.82,86.66311016271005,Oversold (Buy)
2025-11-25 20:47:32,BKNG,BUY,1,Low,1.0,4875.37,45.359213390856404,Oversold (Buy)
2025-11-25 20:47:32,CDNS,BUY,1,Low,1.0,304.47,23.135862455615722,Oversold (Buy)
2025-11-25 20:47:32,CDW,BUY,1,Low,0.9999999999992151,141.92,50.3992628992628,Oversold (Buy)
2025-11-25 20:47:32,CEG,BUY,1,Low,0.9999999999995468,354.105,46.00247695059853,Oversold (Buy)
2025-11-25 20:47:32,CHKP,BUY,1,Low,0.9999999999989075,183.55,39.678149358813215,Oversold (Buy)
2025-11-25 20:47:32,CHTR,BUY,1,Low,0.9999999999993827,199.08,31.6770186335401,Oversold (Buy)
2025-11-25 20:47:32,COST,BUY,1,Low,1.0,886.12,20.909671921602126,Oversold (Buy)
2025-11-25 20:47:32,CPRT,BUY,1,Low,0.9999999999999993,38.91,25.618811881188208,Oversold (Buy)
2025-11-25 20:47:32,CSCO,BUY,1,Low,0.9999999999978342,76.24,63.61111111111112,Oversold (Buy)
2025-11-25 20:47:32,CSGP,BUY,1,Low,0.9999999999991842,67.55,40.260869565217355,Oversold (Buy)
2025-11-25 20:47:32,CSX,BUY,1,Low,0.999999999999132,34.39,32.27383863080712,Oversold (Buy)
2025-11-25 20:47:32,CTAS,BUY,1,Low,0.9999999999988263,182.16,44.537815126050475,Oversold (Buy)
2025-11-25 20:47:32,CTSH,BUY,1,Low,0.9999999999989404,74.92,57.23098012337243,Oversold (Buy)
2025-11-25 20:47:32,DLTR,BUY,1,Low,0.999999999998828,100.25,46.537290715373025,Oversold (Buy)
2025-11-25 20:47:32,DOCU,BUY,1,Low,0.9999999999992961,65.93,31.515151515151743,Oversold (Buy)
2025-11-25 20:47:32,DXCM,BUY,1,Low,0.9999999999993392,62.21,52.508524111057326,Oversold (Buy)
2025-11-25 20:47:32,EBAY,BUY,1,Low,0.9999999999987321,80.89,47.58409785932681,Oversold (Buy)
2025-11-25 20:47:32,ELF,BUY,1,Low,0.9999999999999998,71.25,14.069660861594912,Oversold (Buy)
2025-11-25 20:47:32,EXC,BUY,1,Low,0.9999999999988347,46.23,48.57685009487675,Oversold (Buy)
2025-11-25 20:47:32,EXPE,BUY,1,Low,0.9999999999993334,249.14,65.39389401880048,Oversold (Buy)
2025-11-25 20:47:32,FAST,BUY,1,Low,0.9999999999988691,39.59,34.920634920634484,Oversold (Buy)
2025-11-25 20:47:32,FOX,BUY,1,Low,0.999999999998173,57.71,47.05882352941169,Oversold (Buy)
2025-11-25 20:47:32,FOXA,BUY,1,Low,0.9999999999982216,64.3,48.44804318488516,Oversold (Buy)
2025-11-25 20:47:32,FTNT,BUY,1,Low,0.9999999999991571,79.77,35.844155844155836,Oversold (Buy)
2025-11-25 20:47:32,FTV,BUY,1,Low,0.9999999999987093,52.46,66.66666666666652,Oversold (Buy)
2025-11-25 20:47:32,GEHC,BUY,1,Low,0.9999999999994025,78.24,61.00558659217879,Oversold (Buy)
2025-11-25 20:47:32,GILD,BUY,1,Low,0.9999999999982974,125.27,54.589567327133054,Oversold (Buy)
2025-11-25 20:47:32,GOOGL,BUY,1,Low,0.9999999995149322,318.58,72.57922535211264,Oversold (Buy)
